County,Total_Workers,Car_Alone,Carpool,Public_Transit,Car_Total,Car_Share,Transit_Share,Car_Cost,Transit_Cost,Weighted_Transportation_Cost
"Caroline County, Maryland",15514,12702,434,965,13136,0.8467,0.0622,9000,900,7676.28
"Carroll County, Maryland",90893,69130,2745,5806,71875,0.7908,0.0639,9000,900,7174.71
"Cecil County, Maryland",48762,37090,1189,4689,38279,0.785,0.0962,9000,900,7151.58
"Charles County, Maryland",86201,62784,1332,6400,64116,0.7438,0.0742,9000,900,6760.98
"Dorchester County, Maryland",14495,11798,512,1346,12310,0.8493,0.0929,9000,900,7727.31
"Frederick County, Maryland",147281,102486,3440,10374,105926,0.7192,0.0704,9000,900,6536.16
"Garrett County, Maryland",13396,10314,289,1151,10603,0.7915,0.0859,9000,900,7200.81
"Harford County, Maryland",135561,103210,2798,9888,106008,0.782,0.0729,9000,900,7103.61
"Howard County, Maryland",173843,117177,3146,9304,120323,0.6921,0.0535,9000,900,6277.05
"Kent County, Maryland",9331,6603,298,700,6901,0.7396,0.075,9000,900,6723.9
"Montgomery County, Maryland",549729,298138,6449,42895,304587,0.5541,0.078,9000,900,5057.1
"Prince George's County, Maryland",490621,300039,5603,49941,305642,0.623,0.1018,9000,900,5698.62
"Queen Anne's County, Maryland",26387,20240,743,2078,20983,0.7952,0.0788,9000,900,7227.72
"St. Mary's County, Maryland",58295,43724,1760,3142,45484,0.7802,0.053900000000000003,9000,900,7070.31
"Somerset County, Maryland",8933,6618,221,899,6839,0.7656,0.1006,9000,900,6980.94
"Talbot County, Maryland",16593,12067,414,1185,12481,0.7522,0.0714,9000,900,6834.06
"Washington County, Maryland",70208,52895,1984,6715,54879,0.7817,0.0956,9000,900,7121.34
"Wicomico County, Maryland",51046,40781,1896,4616,42677,0.836,0.0904,9000,900,7605.36
"Worcester County, Maryland",24437,18659,554,1777,19213,0.7862,0.0727,9000,900,7141.23
"Baltimore city, Maryland",268543,152616,1723,18557,154339,0.5747,0.0691,9000,900,5234.49
"Barnstable County, Massachusetts",111039,82343,2311,7216,84654,0.7624,0.065,9000,900,6920.1
"Berkshire County, Massachusetts",61236,43959,1058,4882,45017,0.7351,0.0797,9000,900,6687.63
"Bristol County, Massachusetts",285207,216699,7032,26070,223731,0.7845,0.0914,9000,900,7142.76
"Dukes County, Massachusetts",10496,6777,214,804,6991,0.6661,0.0766,9000,900,6063.84
"Essex County, Massachusetts",414146,286883,9068,29063,295951,0.7146,0.0702,9000,900,6494.58
"Franklin County, Massachusetts",34919,24543,804,3031,25347,0.7259,0.0868,9000,900,6611.22
"Hampden County, Massachusetts",211328,164418,4727,16039,169145,0.8004,0.0759,9000,900,7271.91
"Hampshire County, Massachusetts",76989,51725,1500,3827,53225,0.6913,0.0497,9000,900,6266.43
"Middlesex County, Massachusetts",881959,493822,14660,56192,508482,0.5765,0.0637,9000,900,5245.83
"Nantucket County, Massachusetts",8018,5608,236,608,5844,0.7289,0.0758,9000,900,6628.32
"Norfolk County, Massachusetts",381475,225044,6672,21527,231716,0.6074,0.0564,9000,900,5517.36
"Plymouth County, Massachusetts",269493,193434,6692,18931,200126,0.7426,0.0702,9000,900,6746.58
"Suffolk County, Massachusetts",429578,157042,2492,26726,159534,0.3714,0.0622,9000,900,3398.58
"Worcester County, Massachusetts",433641,311190,10285,33755,321475,0.7413,0.0778,9000,900,6741.72
"Alcona County, Michigan",3548,2685,70,392,2755,0.7765,0.1105,9000,900,7087.95
"Alger County, Michigan",2881,2117,63,302,2180,0.7567,0.1048,9000,900,6904.62
"Allegan County, Michigan",56759,45162,1733,4735,46895,0.8262,0.0834,9000,900,7510.86
"Alpena County, Michigan",11696,9065,445,914,9510,0.8131,0.0781,9000,900,7388.19
"Antrim County, Michigan",10554,7849,304,905,8153,0.7725,0.0857,9000,900,7029.63
"Arenac County, Michigan",6145,4958,212,475,5170,0.8413,0.0773,9000,900,7641.27
"Baraga County, Michigan",2891,2305,87,324,2392,0.8274,0.1121,9000,900,7547.49
"Barry County, Michigan",28524,23025,876,1789,23901,0.8379,0.0627,9000,900,7597.53
"Bay County, Michigan",47222,39205,1608,3108,40813,0.8643,0.0658,9000,900,7837.92
"Benzie County, Michigan",7922,6209,207,667,6416,0.8099,0.0842,9000,900,7364.88
"Berrien County, Michigan",68567,53056,2366,5609,55422,0.8083,0.0818,9000,900,7348.32
"Branch County, Michigan",18886,14942,636,2270,15578,0.8248,0.1202,9000,900,7531.38
"Calhoun County, Michigan",57707,46393,1733,4861,48126,0.834,0.0842,9000,900,7581.78
"Cass County, Michigan",23504,18536,900,2378,19436,0.8269,0.1012,9000,900,7533.18
"Charlevoix County, Michigan",12306,9219,339,1244,9558,0.7767,0.1011,9000,900,7081.29
"Cheboygan County, Michigan",10385,7950,334,1162,8284,0.7977,0.1119,9000,900,7280.01
"Chippewa County, Michigan",15199,11670,562,1336,12232,0.8048,0.0879,9000,900,7322.31
"Clare County, Michigan",10645,7919,306,1131,8225,0.7727,0.1062,9000,900,7049.88
"Clinton County, Michigan",39306,30625,1216,1998,31841,0.8101,0.0508,9000,900,7336.62
"Crawford County, Michigan",5003,3922,212,510,4134,0.8263,0.1019,9000,900,7528.41
"Delta County, Michigan",14661,11846,669,1397,12515,0.8536,0.0953,9000,900,7768.17
"Dickinson County, Michigan",11726,9359,437,948,9796,0.8354,0.0808,9000,900,7591.32
"Eaton County, Michigan",52872,39105,1501,4654,40606,0.768,0.088,9000,900,6991.2
"Emmet County, Michigan",16479,12255,704,1527,12959,0.7864,0.0927,9000,900,7161.03
"Genesee County, Michigan",170158,134657,4894,14917,139551,0.8201,0.0877,9000,900,7459.83
"Gladwin County, Michigan",9422,7672,311,570,7983,0.8473,0.0605,9000,900,7680.15
"Gogebic County, Michigan",5852,4798,165,412,4963,0.8481,0.0704,9000,900,7696.26
"Grand Traverse County, Michigan",47976,34226,1406,4735,35632,0.7427,0.0987,9000,900,6773.13
"Gratiot County, Michigan",16851,13799,576,971,14375,0.8531,0.0576,9000,900,7729.74
"Hillsdale County, Michigan",19771,15250,664,1708,15914,0.8049,0.0864,9000,900,7321.86
"Houghton County, Michigan",16813,11000,752,1661,11752,0.699,0.0988,9000,900,6379.92
"Huron County, Michigan",13474,10718,452,1012,11170,0.829,0.0751,9000,900,7528.59
"Ingham County, Michigan",137643,92945,3540,11357,96485,0.701,0.0825,9000,900,6383.25
"Ionia County, Michigan",30177,24167,896,2188,25063,0.8305,0.0725,9000,900,7539.75
"Iosco County, Michigan",9089,7158,284,809,7442,0.8188,0.089,9000,900,7449.3
"Iron County, Michigan",4383,3488,121,294,3609,0.8234,0.0671,9000,900,7470.99
"Isabella County, Michigan",30598,23401,1375,2689,24776,0.8097,0.0879,9000,900,7366.41
"Jackson County, Michigan",68591,54712,1938,5505,56650,0.8259,0.0803,9000,900,7505.37
"Kalamazoo County, Michigan",129694,100938,4396,8461,105334,0.8122,0.0652,9000,900,7368.48
"Kalkaska County, Michigan",7587,6271,264,646,6535,0.8613,0.0851,9000,900,7828.29
"Kent County, Michigan",337977,251822,10707,27158,262529,0.7768,0.0804,9000,900,7063.56
"Keweenaw County, Michigan",762,501,25,48,526,0.6903,0.063,9000,900,6269.4
"Lake County, Michigan",4137,3249,107,358,3356,0.8112,0.0865,9000,900,7378.65
"Lapeer County, Michigan",40415,32165,1229,3961,33394,0.8263,0.098,9000,900,7524.9
"Leelanau County, Michigan",9633,7276,166,568,7442,0.7726,0.059,9000,900,7006.5
"Lenawee County, Michigan",42892,34758,1556,3044,36314,0.8466,0.071,9000,900,7683.3
"Livingston County, Michigan",97355,76177,3410,5444,79587,0.8175,0.0559,9000,900,7407.81
"Luce County, Michigan",1985,1530,92,213,1622,0.8171,0.1073,9000,900,7450.47
"Mackinac County, Michigan",4277,2859,73,268,2932,0.6855,0.0627,9000,900,6225.93
"Macomb County, Michigan",421658,328043,11202,33614,339245,0.8046,0.0797,9000,900,7313.13
"Manistee County, Michigan",9602,7438,244,913,7682,0.8,0.0951,9000,900,7285.59
"Marquette County, Michigan",30536,23350,1267,3076,24617,0.8062,0.1007,9000,900,7346.43
"Mason County, Michigan",12240,9267,297,1416,9564,0.7814,0.1157,9000,900,7136.73
"Mecosta County, Michigan",16627,12962,375,1372,13337,0.8021,0.0825,9000,900,7293.15
"Menominee County, Michigan",10229,7837,480,1045,8317,0.8131,0.1022,9000,900,7409.88
"Midland County, Michigan",37465,29605,1087,2855,30692,0.8192,0.0762,9000,900,7441.38
"Missaukee County, Michigan",6385,5059,192,638,5251,0.8224,0.0999,9000,900,7491.51
"Monroe County, Michigan",70195,58069,2222,4627,60291,0.8589,0.0659,9000,900,7789.41
"Montcalm County, Michigan",28965,23604,772,2703,24376,0.8416,0.0933,9000,900,7658.37
"Montmorency County, Michigan",3167,2481,96,315,2577,0.8137,0.0995,9000,900,7412.85
"Muskegon County, Michigan",75943,62662,2366,6968,65028,0.8563,0.0918,9000,900,7789.32
"Newaygo County, Michigan",21655,16769,690,2516,17459,0.8062,0.1162,9000,900,7360.38
"Oakland County, Michigan",647438,475137,16493,39322,491630,0.7593,0.0607,9000,900,6888.33
"Oceana County, Michigan",11255,8711,322,1445,9033,0.8026,0.1284,9000,900,7338.96
"Ogemaw County, Michigan",7491,6154,245,547,6399,0.8542,0.073,9000,900,7753.5
"Ontonagon County, Michigan",2020,1497,18,196,1515,0.75,0.097,9000,900,6837.3
"Osceola County, Michigan",9009,7083,279,1062,7362,0.8172,0.1179,9000,900,7460.91
"Oscoda County, Michigan",2746,1916,130,237,2046,0.7451,0.0863,9000,900,6783.57
"Otsego County, Michigan",11902,9202,396,1309,9598,0.8064,0.11,9000,900,7356.6
"Ottawa County, Michigan",151829,119685,6306,11737,125991,0.8298,0.0773,9000,900,7537.77
"Presque Isle County, Michigan",4636,3575,114,388,3689,0.7957,0.0837,9000,900,7236.63
"Roscommon County, Michigan",8219,5926,199,1115,6125,0.7452,0.1357,9000,900,6828.93
"Saginaw County, Michigan",79636,63661,2725,6644,66386,0.8336,0.0834,9000,900,7577.46
"St. Clair County, Michigan",72698,58486,2370,6777,60856,0.8371,0.0932,9000,900,7617.78
"St. Joseph County, Michigan",26965,20012,768,4076,20780,0.7706,0.1512,9000,900,7071.48
"Sanilac County, Michigan",17050,13182,311,1563,13493,0.7914,0.0917,9000,900,7205.13
"Schoolcraft County, Michigan",3196,2570,87,325,2657,0.8314,0.1017,9000,900,7574.13
"Shiawassee County, Michigan",30946,24885,760,2830,25645,0.8287,0.0914,9000,900,7540.56
"Tuscola County, Michigan",22241,18492,784,2067,19276,0.8667,0.0929,9000,900,7883.91
"Van Buren County, Michigan",33042,25858,952,3149,26810,0.8114,0.0953,9000,900,7388.37
"Washtenaw County, Michigan",182797,113163,4008,11602,117171,0.641,0.0635,9000,900,5826.15
"Wayne County, Michigan",739773,540068,16485,64464,556553,0.7523,0.0871,9000,900,6849.09
"Wexford County, Michigan",14054,10887,399,1656,11286,0.803,0.1178,9000,900,7333.02
"Aitkin County, Minnesota",6047,4558,236,519,4794,0.7928,0.0858,9000,900,7212.42
"Anoka County, Minnesota",190941,142184,6021,13285,148205,0.7762,0.0696,9000,900,7048.44
"Becker County, Minnesota",16185,12180,568,1487,12748,0.7876,0.0919,9000,900,7171.11
"Beltrami County, Minnesota",21270,16414,1101,1961,17515,0.8235,0.0922,9000,900,7494.48
"Benton County, Minnesota",21729,17653,807,1419,18460,0.8496,0.0653,9000,900,7705.17
"Big Stone County, Minnesota",2174,1616,54,209,1670,0.7682,0.0961,9000,900,7000.29
"Blue Earth County, Minnesota",36968,28153,1906,3575,30059,0.8131,0.0967,9000,900,7404.93
"Brown County, Minnesota",13163,10592,467,855,11059,0.8402,0.065,9000,900,7620.3
"Carlton County, Minnesota",16690,13357,625,1298,13982,0.8377,0.0778,9000,900,7609.32
"Carver County, Minnesota",59060,40979,1976,3153,42955,0.7273,0.0534,9000,900,6593.76
"Cass County, Minnesota",12916,9405,416,1345,9821,0.7604,0.1041,9000,900,6937.29
"Chippewa County, Minnesota",5705,4451,145,601,4596,0.8056,0.1053,9000,900,7345.17
"Chisago County, Minnesota",29265,22410,1070,2266,23480,0.8023,0.0774,9000,900,7290.36
"Clay County, Minnesota",33427,25123,1366,2593,26489,0.7924,0.0776,9000,900,7201.44
"Clearwater County, Minnesota",3534,2723,156,328,2879,0.8147,0.0928,9000,900,7415.82
"Cook County, Minnesota",2807,1760,32,228,1792,0.6384,0.0812,9000,900,5818.68
"Cottonwood County, Minnesota",5252,3899,182,503,4081,0.777,0.0958,9000,900,7079.22
"Crow Wing County, Minnesota",30973,23552,1223,2781,24775,0.79990000000000006,0.0898,9000,900,7279.92
"Dakota County, Minnesota",235728,164205,7272,17301,171477,0.7274,0.0734,9000,900,6612.66
"Dodge County, Minnesota",11130,8462,396,1114,8858,0.7959,0.1001,9000,900,7253.19
"Douglas County, Minnesota",19481,15512,795,1221,16307,0.8371,0.0627,9000,900,7590.33
"Faribault County, Minnesota",6637,5128,212,488,5340,0.8046,0.0735,9000,900,7307.55
"Fillmore County, Minnesota",10627,7755,382,1000,8137,0.7657,0.0941,9000,900,6975.99
"Freeborn County, Minnesota",14535,11756,454,1098,12210,0.84,0.0755,9000,900,7627.95
"Goodhue County, Minnesota",23788,18599,741,1752,19340,0.813,0.0737,9000,900,7383.33
"Grant County, Minnesota",2888,2150,97,193,2247,0.778,0.0668,9000,900,7062.12
"Hennepin County, Minnesota",687041,426347,12373,43931,438720,0.6386,0.0639,9000,900,5804.91
"Houston County, Minnesota",9562,7318,398,762,7716,0.8069,0.0797,9000,900,7333.83
"Hubbard County, Minnesota",9468,7104,428,869,7532,0.7955,0.0918,9000,900,7242.12
"Isanti County, Minnesota",21156,16487,693,1543,17180,0.8121,0.0729,9000,900,7374.51
"Itasca County, Minnesota",18902,14415,711,2000,15126,0.8002,0.1058,9000,900,7297.02
"Jackson County, Minnesota",5143,3880,216,482,4096,0.7964,0.0937,9000,900,7251.93
"Kanabec County, Minnesota",7382,5706,296,687,6002,0.8131,0.0931,9000,900,7401.69
"Kandiyohi County, Minnesota",21769,17094,858,2018,17952,0.8247,0.0927,9000,900,7505.73
"Kittson County, Minnesota",1970,1474,61,163,1535,0.7792,0.0827,9000,900,7087.23
"Koochiching County, Minnesota",5590,3970,162,633,4132,0.7392,0.1132,9000,900,6754.68
"Lac qui Parle County, Minnesota",3181,2340,76,259,2416,0.7595,0.0814,9000,900,6908.76
"Lake County, Minnesota",4892,3793,122,306,3915,0.8003,0.0626,9000,900,7259.04
"Lake of the Woods County, Minnesota",1990,1523,45,218,1568,0.7879,0.1095,9000,900,7189.65
"Le Sueur County, Minnesota",15063,12081,568,982,12649,0.8397,0.0652,9000,900,7615.98
"Lincoln County, Minnesota",2704,1970,82,197,2052,0.7589,0.0729,9000,900,6895.71
"Lyon County, Minnesota",12579,9254,570,1142,9824,0.781,0.0908,9000,900,7110.72
"McLeod County, Minnesota",19035,15218,842,1355,16060,0.8437,0.0712,9000,900,7657.38
"Mahnomen County, Minnesota",1914,1395,63,211,1458,0.7618,0.1102,9000,900,6955.38
"Marshall County, Minnesota",4253,3200,101,397,3301,0.7762,0.0933,9000,900,7069.77
"Martin County, Minnesota",9616,7782,432,545,8214,0.8542,0.0567,9000,900,7738.83
"Meeker County, Minnesota",11620,9559,562,809,10121,0.871,0.0696,9000,900,7901.64
"Mille Lacs County, Minnesota",13077,9995,573,1313,10568,0.8081,0.1004,9000,900,7363.26
"Morrison County, Minnesota",16348,12988,734,1417,13722,0.8394,0.0867,9000,900,7632.63
"Mower County, Minnesota",19217,14971,576,2048,15547,0.809,0.1066,9000,900,7376.94
"Murray County, Minnesota",3987,2967,114,369,3081,0.7728,0.0926,9000,900,7038.54
"Nicollet County, Minnesota",18488,12932,721,1322,13653,0.7385,0.0715,9000,900,6710.85
"Nobles County, Minnesota",10055,7434,365,1314,7799,0.7756,0.1307,9000,900,7098.03
"Norman County, Minnesota",3031,2265,111,323,2376,0.7839,0.1066,9000,900,7151.04
"Olmsted County, Minnesota",85306,57705,2965,8612,60670,0.7112,0.101,9000,900,6491.7
"Otter Tail County, Minnesota",27874,20758,931,2501,21689,0.7781,0.0897,9000,900,7083.63
"Pennington County, Minnesota",7206,5460,255,546,5715,0.7931,0.0758,9000,900,7206.12
"Pine County, Minnesota",12799,9701,463,1397,10164,0.7941,0.1091,9000,900,7245.09
"Pipestone County, Minnesota",4425,3453,178,339,3631,0.8206,0.0766,9000,900,7454.34
"Polk County, Minnesota",15072,11767,549,1149,12316,0.8171,0.0762,9000,900,7422.48
"Pope County, Minnesota",5629,4185,180,490,4365,0.7754,0.087,9000,900,7056.9
"Ramsey County, Minnesota",276671,176058,6081,24507,182139,0.6583,0.0886,9000,900,6004.44
"Red Lake County, Minnesota",1994,1478,93,217,1571,0.7879,0.1088,9000,900,7189.02
"Redwood County, Minnesota",7136,5522,262,408,5784,0.8105,0.0572,9000,900,7345.98
"Renville County, Minnesota",6942,5492,253,465,5745,0.8276,0.067,9000,900,7508.7
"Rice County, Minnesota",33015,22597,733,3267,23330,0.7066,0.099,9000,900,6448.5
"Rock County, Minnesota",4982,4040,259,270,4299,0.8629,0.0542,9000,900,7814.88
"Roseau County, Minnesota",7602,5535,231,912,5766,0.7585,0.12,9000,900,6934.5
"St. Louis County, Minnesota",95717,72837,3559,7044,76396,0.7981,0.0736,9000,900,7249.14
"Scott County, Minnesota",84640,61456,3013,5885,64469,0.7617,0.0695,9000,900,6917.85
"Sherburne County, Minnesota",52733,40372,2847,4442,43219,0.8196,0.0842,9000,900,7452.18
"Sibley County, Minnesota",7584,6002,287,524,6289,0.8292,0.0691,9000,900,7524.99
"Stearns County, Minnesota",82108,62143,4096,6192,66239,0.8067,0.0754,9000,900,7328.16
"Steele County, Minnesota",18530,14758,538,1217,15296,0.8255,0.0657,9000,900,7488.63
"Stevens County, Minnesota",4900,3521,315,513,3836,0.7829,0.1047,9000,900,7140.33
"Swift County, Minnesota",4437,3413,133,306,3546,0.7992,0.069,9000,900,7254.9
"Todd County, Minnesota",11147,8075,348,900,8423,0.7556,0.0807,9000,900,6873.03
"Traverse County, Minnesota",1513,1078,14,120,1092,0.7217,0.0793,9000,900,6566.67
"Wabasha County, Minnesota",11044,8283,507,984,8790,0.7959,0.0891,9000,900,7243.29
"Wadena County, Minnesota",6384,4924,398,674,5322,0.8336,0.1056,9000,900,7597.44
"Waseca County, Minnesota",9318,7519,344,833,7863,0.8439,0.0894,9000,900,7675.56
"Washington County, Minnesota",139216,95323,4110,9979,99433,0.7142,0.0717,9000,900,6492.33
"Watonwan County, Minnesota",5167,3874,139,578,4013,0.7767,0.1119,9000,900,7091.01
"Wilkin County, Minnesota",3043,2365,104,194,2469,0.8114,0.0638,9000,900,7360.02
"Winona County, Minnesota",27099,20432,1057,1700,21489,0.793,0.0627,9000,900,7193.43
"Wright County, Minnesota",77430,60198,3279,5689,63477,0.8198,0.0735,9000,900,7444.35
"Yellow Medicine County, Minnesota",4638,3664,213,336,3877,0.8359,0.0724,9000,900,7588.26
"Adams County, Mississippi",9661,8632,182,604,8814,0.9123,0.0625,9000,900,8266.95
"Alcorn County, Mississippi",14270,12158,497,1251,12655,0.8868,0.0877,9000,900,8060.13
"Amite County, Mississippi",3812,2968,58,496,3026,0.7938,0.1301,9000,900,7261.29
"Attala County, Mississippi",7259,5903,264,1037,6167,0.8496,0.1429,9000,900,7775.01
"Benton County, Mississippi",3177,2817,109,209,2926,0.921,0.0658,9000,900,8348.22
"Bolivar County, Mississippi",10436,8859,333,1087,9192,0.8808,0.1042,9000,900,8020.98
"Calhoun County, Mississippi",5440,4694,128,537,4822,0.8864,0.0987,9000,900,8066.43
"Carroll County, Mississippi",3548,2884,36,245,2920,0.823,0.0691,9000,900,7469.19
"Chickasaw County, Mississippi",6545,5263,128,578,5391,0.8237,0.0883,9000,900,7492.77
"Choctaw County, Mississippi",3035,2422,47,472,2469,0.8135,0.1555,9000,900,7461.45
"Claiborne County, Mississippi",2355,1982,202,110,2184,0.9274,0.0467,9000,900,8388.63
"Clarke County, Mississippi",5652,4741,178,542,4919,0.8703,0.0959,9000,900,7919.01
"Clay County, Mississippi",6917,5956,204,424,6160,0.8906,0.0613,9000,900,8070.57
"Coahoma County, Mississippi",7287,5658,83,772,5741,0.7878,0.1059,9000,900,7185.51
"Copiah County, Mississippi",10483,9062,305,930,9367,0.8935,0.0887,9000,900,8121.33
"Covington County, Mississippi",7607,6401,47,563,6448,0.8476,0.074,9000,900,7695
"DeSoto County, Mississippi",93271,76187,2630,8792,78817,0.845,0.0943,9000,900,7689.87
"Forrest County, Mississippi",35981,29516,1350,2630,30866,0.8578,0.0731,9000,900,7785.99
"Franklin County, Mississippi",2621,2338,214,135,2552,0.9737,0.0515,9000,900,8809.65
"George County, Mississippi",8385,6976,245,828,7221,0.8612,0.0987,9000,900,7839.63
"Greene County, Mississippi",3215,2087,40,637,2127,0.6616,0.1981,9000,900,6132.69
"Grenada County, Mississippi",8859,7822,74,571,7896,0.8913,0.0645,9000,900,8079.75
"Hancock County, Mississippi",21020,16237,466,1872,16703,0.7946,0.0891,9000,900,7231.59
"Harrison County, Mississippi",91890,73727,2477,8470,76204,0.8293,0.0922,9000,900,7546.68
"Hinds County, Mississippi",95204,73253,1676,12224,74929,0.787,0.1284,9000,900,7198.56
"Holmes County, Mississippi",5173,4544,106,241,4650,0.8989,0.0466,9000,900,8132.04
"Humphreys County, Mississippi",2542,1866,36,478,1902,0.7482,0.188,9000,900,6903
"Issaquena County, Mississippi",180,137,8,42,145,0.8056,0.2333,9000,900,7460.37
"Itawamba County, Mississippi",10834,9401,291,739,9692,0.8946,0.0682,9000,900,8112.78
"Jackson County, Mississippi",62864,52549,1589,5422,54138,0.8612,0.0862,9000,900,7828.38
"Jasper County, Mississippi",6142,5568,54,340,5622,0.9153,0.0554,9000,900,8287.56
"Jefferson County, Mississippi",2208,1970,8,143,1978,0.8958,0.0648,9000,900,8120.52
"Jefferson Davis County, Mississippi",4356,3691,31,353,3722,0.8545,0.081,9000,900,7763.4
"Jones County, Mississippi",27769,23236,797,2831,24033,0.8655,0.1019,9000,900,7881.21
"Kemper County, Mississippi",3305,2716,117,359,2833,0.8572,0.1086,9000,900,7812.54
"Lafayette County, Mississippi",25182,20501,1009,1773,21510,0.8542,0.0704,9000,900,7751.16
"Lamar County, Mississippi",30030,24033,813,2898,24846,0.8274,0.0965,9000,900,7533.45
"Lauderdale County, Mississippi",29825,23944,650,2966,24594,0.8246,0.0994,9000,900,7510.86
